Land Size(M2),Building Size(M2),Bedrooms,Bathrooms,Longitude,Latitude,Price(Php),Category_Apartment,Category_Commercial,Category_Condominium,Category_House,Category_Land,"Sub-Category_Apartment,apartments","Sub-Category_Apartment,loft","Sub-Category_Apartment,room-1","Sub-Category_Commercial,building","Sub-Category_Commercial,coworking","Sub-Category_Commercial,offices","Sub-Category_Commercial,retail","Sub-Category_Commercial,serviced-office","Sub-Category_Commercial,warehouse","Sub-Category_Condominium,3-bedroom","Sub-Category_Condominium,4-bedroom","Sub-Category_Condominium,dormitory","Sub-Category_Condominium,double-bedroom","Sub-Category_Condominium,loft-1","Sub-Category_Condominium,other-4","Sub-Category_Condominium,penthouse-1","Sub-Category_Condominium,single-bedroom","Sub-Category_Condominium,studio","Sub-Category_House,beach-house","Sub-Category_House,single-family-house","Sub-Category_House,townhouse","Sub-Category_House,villas","Sub-Category_Land,agricutural-lot","Sub-Category_Land,beach-lot","Sub-Category_Land,commercial-lot","Sub-Category_Land,memorial-lot","Sub-Category_Land,residential-lot",Location_Cluster
74.0,46.0,2.0,1.0,120.638786,15.11205,1154328.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7
280.0,498.20000000000005,4.199999999999999,4.2,120.866631,14.400861,16277000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
450.0,430.0,5.0,4.0,120.98177,14.673664,23000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
1215.5,700.0,5.0,5.0,120.5988034,16.4162261,48000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
22.60000000000008,15.0,1.0,1.0,120.5915339,16.39122061,1990000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5
48.0,43.0,2.0,1.0,15.11301122,15.11301122,1091277.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.26999999999998,309.81,4.2,4.3999999999999995,121.029926,14.624843,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
73.0,95.29999999999998,2.0,2.0,123.998707,10.290415,18921000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
58.0,54.0,3.0,1.0,121.410855,13.93871,2200000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
180.0,160.0,4.0,2.0,121.011835,14.468547,8500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
43.60000000000002,24.0,1.0,1.0,121.101207,14.29686594,2650000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
50.0,44.5,2.0,1.0,121.1422818,14.07830127,1532000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
43.60000000000002,25.0,1.0,1.0,121.017867,14.5971795,3000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
100.0,98.95000000000002,3.0,2.0,120.881337,14.410355,8480175.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.26999999999998,309.81,4.2,4.3999999999999995,121.029926,14.624843,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.26999999999998,309.81,4.2,4.3999999999999995,121.0528,14.6462,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
60.799999999999955,27.5,1.0,1.0,120.709017,15.29195,6290000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7
129.40000000000003,99.0,3.0,2.0,121.050318,14.540867,17300000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.0,309.0,4.2,4.3999999999999995,121.035979,14.637561,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98.26999999999998,309.81,4.2,4.3999999999999995,121.0232,14.63518,62000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
88.0,40.0,2.0,1.0,118.760283,9.732545,4890000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4
34.400000000000034,59.0,2.0,2.0,121.050318,14.540867,17905470.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
72.0,35.0,1.0,1.0,120.709017,15.29195,6334000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7
90.0,183.0,3.0,4.0,121.0398332,14.68252145,15000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
100.0,152.0,3.0,2.0,120.9909738,14.3824796,8800000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,121.939154,13.983765,28106000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
174.99999999999997,72.0,3.0,3.0,123.8294,9.6291,6500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8
722.0,735.0,4.0,4.6,121.0497478,14.0992116,5054000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
655.0,678.9999999999999,6.0,6.9,121.045855,14.106764,4585000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
663.0,735.0,5.0,5.0,121.081,14.66523,100000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
663.0,735.0,5.0,5.0,121.082236,14.665648,100000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
60.799999999999955,27.669999999999987,1.0,1.0,120.9805265,14.5435176,4200000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
241.8,41.883999999999986,1.0,1.0,120.6134411,15.139882,8000000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7
43.60000000000002,24.99000000000001,1.0,1.0,121.0940939,14.28962026,3275000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
66.19999999999999,120.0,3.0,2.0,121.065172,14.531149,12000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
147.0,176.0,4.0,3.0,125.5384633,8.9290268,12000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9
82.0,57.0,1.0,1.0,120.636935,15.152145,8000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
60.799999999999955,30.0,1.0,1.0,125.5384633,8.9290268,5387000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9
120.0,98.0,3.8,2.4,123.970576,10.453795,2398376.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
54.19999999999999,48.0,2.0,1.0,120.996723,14.422561,5525000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
280.0,298.0,4.0,4.0,123.8806862,10.3136942,37368000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
140.0,174.6,3.5999999999999996,3.2,121.123722,14.551401,3000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
175.00000000000003,361.0,4.0,6.0,121.04641,14.617893,81418499.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5.684341886080802e-14,73.79999999999998,1.4,1.4000000000000001,121.032076,14.56568,15004850.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
38.620000000000005,42.900000000000006,2.0,1.0,121.0569025,14.33134603,2149664.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
60.799999999999955,30.0,1.0,1.0,121.026342,14.563933,5500000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
75.0,120.0,3.0,2.0,120.8488475,14.8758815,5486000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7
43.60000000000002,24.409999999999997,1.0,1.0,120.8927513,14.96049336,3048000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
57.0,83.0,2.0,1.7999999999999998,124.7396672,11.9618385,110503536.64125,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
72.39999999999998,49.66999999999999,2.0,1.0,121.052143,14.60929,4950000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
302.0,230.0,6.0,5.0,120.985214,14.438526,23000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
122.0,155.0,4.0,4.0,120.985214,14.438526,10500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
42.0,42.0,2.0,1.0,123.783387,10.24622,4438173.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
194.99999999999997,251.0,5.0,3.0,123.823521,10.24271,14880000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
725.0,735.0,4.0,4.6,121.021325,14.57178,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1168.0,735.0,7.0,8.500000000000002,123.91229,10.345495,100000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
499.0,300.0,5.0,4.0,121.2295491,14.1690114,12000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
60.799999999999955,28.80000000000001,1.0,1.0,120.5827294,16.39786434,4461811.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,5
5.684341886080802e-14,84.0,2.4,2.0,121.036376,14.517219,23439824.6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
82.0,55.28,1.0,1.0,121.017867,14.5971795,8000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
43.60000000000002,25.599999999999994,1.0,1.0,121.017742,14.554848,6500000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
58.5,44.5,2.0,1.0,121.0809854,13.855494,1858000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
210.0,239.4,4.2,4.2,120.961365,14.29841,1785000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
180.0,240.0,5.0,4.0,121.0080137,14.417168,12000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
418.0,611.0,3.0,2.8,121.10763,14.552296,11286000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
43.60000000000002,24.0,1.0,1.0,120.709017,15.29195,5531376.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7
294.0,260.0,3.4,3.0,122.5622802,10.6958376,18000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
905.0,524.0,4.0,4.2,121.051849,15.4794271,950000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,120.965967,14.620565,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.975007,14.601192,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,121.029033,14.385411,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,120.965967,14.620565,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.975007,14.601192,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,120.975007,14.601192,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
345.4,410.0,3.0,4.0,121.072573,14.582943,35000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
204.0,525.0,5.0,6.0,121.1976151,14.6179598,35000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,120.975007,14.601192,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.965967,14.620565,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
360.0,344.0,4.0,4.0,121.0233363,14.1414315,32000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
375.0,260.0,4.0,5.0,120.714925,15.4733,13000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7
72.0,39.0,1.0,1.0,121.050318,14.540867,8400000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
156.0,320.0,4.0,3.5,121.036376,14.517219,29800000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
156.0,320.0,4.0,3.5,121.043543,14.496788,29800000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
156.0,320.0,4.0,3.0,121.036376,14.517219,29800000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
287.0,500.0,1.0,1.0,121.0999037,14.452485,18500000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
600.0,500.0,5.0,6.0,121.082236,14.665648,75000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
200.0,150.0,5.5,3.0,121.1292,14.590175,10500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
26.80000000000001,67.0,1.0,1.0,124.0112408,10.3051555,16510625.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2
100.0,81.0,4.0,2.0,120.90839,14.251345,4482445.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
140.0,200.0,5.0,4.0,121.0080137,14.417168,12000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,735.0,6.199999999999999,8.500000000000002,120.9431411,14.4316427,110503536.64125,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
53.400000000000034,47.58000000000001,2.0,1.0,121.0088385,14.260047,10524000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
120.0,66.0,3.0,2.0,120.944111,14.304975,4922261.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,121.1845455,15.5662196,3000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7
72.0,39.900000000000006,1.0,1.0,121.0632793,14.5139759,11500000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
120.0,128.0,4.0,3.0,123.8027876,10.2701876,8947900.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
48.0,48.0,2.0,1.0,120.907761,14.344245,3500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
61.0,63.0,1.0,1.0,121.032076,14.56568,19000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
592.0,674.0,6.4,6.6,121.3261631,14.0135788,6044912.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
22.60000000000008,20.69999999999999,1.0,1.0,121.0872741,14.67660685,2989080.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
36.0,46.599999999999994,2.0,1.0,120.9876149,14.9036979,5115000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
1215.5,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,124.972277,11.0490567,10017500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
553.0,560.0,5.0,4.0,120.920602,14.4086045,30000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
60.799999999999955,31.80000000000001,1.0,1.0,121.032076,14.56568,8845098.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
277.2,259.0,3.0,4.0,123.909325,10.31851,44000000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2
140.0,200.0,4.0,3.0,121.0080137,14.417168,12000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
122.0,112.0,3.0,2.0,120.986405,14.282791,4999999.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,124.949457,11.31412,110503536.64125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2
120.0,98.0,3.8,2.4,121.351411,14.486692,1020000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
72.0,34.22999999999999,1.0,1.0,121.032076,14.56568,10294807.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1215.5,728.0,7.0,7.199999999999999,119.491931,11.376829,15000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4
43.60000000000002,24.0,1.0,1.0,120.709017,15.29195,6294000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7
150.0,320.0,5.0,7.0,121.008496,14.492371,30000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
40.5,27.150000000000006,2.0,1.0,125.72937,6.159605,900000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
61.0,47.19,1.0,1.0,121.0468908,14.6011932,6500000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
500.0,567.9999999999999,4.3999999999999995,5.0,123.847197,10.243215,5000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
303.0,470.0,5.0,7.0,121.0245799,14.4521766,40700000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
43.60000000000002,24.0,1.0,1.0,120.593461,15.133635,2400000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7
176.0,176.0,7.0,5.9,121.922737,11.96929,50000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6
120.0,2.842170943040401e-14,2.1999999999999997,1.4000000000000001,120.991585,14.570199,40000000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
46.200000000000045,36.859999999999985,2.0,1.0,125.6609101,7.136741912,829444.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
